player_name,team_name,match_id,match_date,competition_name,season_name,position,position_group,minutes_full_all,source_year
Ken Tokura,Grulla Morioka,1736620,2024-07-06,JPN - J3 League,2024/2024,CF,Center Forward,68.25,2024
Yushi Hasegawa,SC Sagamihara,1736620,2024-07-06,JPN - J3 League,2024/2024,DM,Midfield,33.43,2024
Ryo Takano,SC Sagamihara,1736620,2024-07-06,JPN - J3 League,2024/2024,LWB,Full Back,96.47,2024
Koki Toyoda,Grulla Morioka,1736620,2024-07-06,JPN - J3 League,2024/2024,LF,Wide Attacker,16.0,2024
Ibrahim Junior Kuribara,SC Sagamihara,1736620,2024-07-06,JPN - J3 League,2024/2024,CF,Center Forward,15.2,2024
Ryo Niizato,Grulla Morioka,1736620,2024-07-06,JPN - J3 League,2024/2024,CF,Center Forward,96.47,2024
Akito Takagi,SC Sagamihara,1736620,2024-07-06,JPN - J3 League,2024/2024,CF,Center Forward,81.27,2024
Daiki Kogure,Grulla Morioka,1736620,2024-07-06,JPN - J3 League,2024/2024,RWB,Full Back,13.42,2024
Kota Fukatsu,Grulla Morioka,1736620,2024-07-06,JPN - J3 League,2024/2024,LCB,Central Defender,96.47,2024
Yudai Tokunaga,SC Sagamihara,1736620,2024-07-06,JPN - J3 League,2024/2024,RM,Midfield,94.35,2024
Tsuyoshi Miyaichi,Grulla Morioka,1736620,2024-07-06,JPN - J3 League,2024/2024,RB,Full Back,80.47,2024
Toi Kagami,Grulla Morioka,1736620,2024-07-06,JPN - J3 League,2024/2024,RW,Wide Attacker,68.25,2024
Kenneth Otabor,Grulla Morioka,1736620,2024-07-06,JPN - J3 League,2024/2024,LW,Wide Attacker,83.05,2024
Yuzuki  Yamato,Grulla Morioka,1736620,2024-07-06,JPN - J3 League,2024/2024,RCB,Central Defender,96.47,2024
Daisuke  Fukagawa,Grulla Morioka,1736620,2024-07-06,JPN - J3 League,2024/2024,RM,Midfield,96.47,2024
Sota  Kiri,Grulla Morioka,1736620,2024-07-06,JPN - J3 League,2024/2024,LW,Wide Attacker,28.22,2024
Shuto  Adachi,Grulla Morioka,1736620,2024-07-06,JPN - J3 League,2024/2024,LM,Midfield,46.22,2024
Koki Matsubara,Grulla Morioka,1736620,2024-07-06,JPN - J3 League,2024/2024,LM,Midfield,50.25,2024
Miyu Sato,Grulla Morioka,1736620,2024-07-06,JPN - J3 League,2024/2024,CF,Center Forward,28.22,2024
Se-gun Ryu,Grulla Morioka,1736620,2024-07-06,JPN - J3 League,2024/2024,LB,Full Back,96.47,2024
Yuzo Iwakami,SC Sagamihara,1736620,2024-07-06,JPN - J3 League,2024/2024,DM,Midfield,63.03,2024
Yuji Senuma,SC Sagamihara,1736620,2024-07-06,JPN - J3 League,2024/2024,CF,Center Forward,33.43,2024
Justin Kinjo,SC Sagamihara,1736620,2024-07-06,JPN - J3 League,2024/2024,CB,Central Defender,2.12,2024
Ryoji Yamashita,SC Sagamihara,1736620,2024-07-06,JPN - J3 League,2024/2024,LCB,Central Defender,96.47,2024
Riku Hashimoto,SC Sagamihara,1736620,2024-07-06,JPN - J3 League,2024/2024,LM,Midfield,96.47,2024
Keisuke Ito,SC Sagamihara,1736620,2024-07-06,JPN - J3 League,2024/2024,CF,Center Forward,63.03,2024
Daisuke Kato,SC Sagamihara,1736620,2024-07-06,JPN - J3 League,2024/2024,RCB,Central Defender,96.47,2024
Kosei Makiyama,SC Sagamihara,1736620,2024-07-06,JPN - J3 League,2024/2024,RM,Midfield,2.12,2024
Ryu Wakabayashi,SC Sagamihara,1736620,2024-07-06,JPN - J3 League,2024/2024,RWB,Full Back,96.47,2024
Daigo Araki,FC Gifu,1736618,2024-07-06,JPN - J3 League,2024/2024,LW,Wide Attacker,83.9,2024
Takuya Aoki,FC Gifu,1736618,2024-07-06,JPN - J3 League,2024/2024,RM,Midfield,42.32,2024
Ren Inoue,Tegevajaro Miyazaki FC,1736618,2024-07-06,JPN - J3 League,2024/2024,LW,Wide Attacker,99.43,2024
Riku Nozawa,FC Gifu,1736618,2024-07-06,JPN - J3 League,2024/2024,LCB,Central Defender,60.2,2024
Tomoyasu Yoshida,Tegevajaro Miyazaki FC,1736618,2024-07-06,JPN - J3 League,2024/2024,LB,Full Back,85.47,2024
Takayuki Arakaki,FC Gifu,1736618,2024-07-06,JPN - J3 League,2024/2024,RW,Wide Attacker,83.9,2024
Shu Yoshizawa,Tegevajaro Miyazaki FC,1736618,2024-07-06,JPN - J3 League,2024/2024,CF,Center Forward,27.5,2024
Daiki  Kusunoki,Tegevajaro Miyazaki FC,1736618,2024-07-06,JPN - J3 League,2024/2024,RW,Wide Attacker,71.93,2024
Ryo  Nishitani,FC Gifu,1736618,2024-07-06,JPN - J3 League,2024/2024,RW,Wide Attacker,15.53,2024
Kengo  Kuroki,Tegevajaro Miyazaki FC,1736618,2024-07-06,JPN - J3 League,2024/2024,RCB,Central Defender,99.43,2024
Yuma  Tsujioka,Tegevajaro Miyazaki FC,1736618,2024-07-06,JPN - J3 League,2024/2024,LCB,Central Defender,99.43,2024
Shogo Rikiyasu,Tegevajaro Miyazaki FC,1736618,2024-07-06,JPN - J3 League,2024/2024,LM,Midfield,87.15,2024
Yong-Jae Lee,FC Gifu,1736618,2024-07-06,JPN - J3 League,2024/2024,CF,Center Forward,57.12,2024
Kosuke Fujioka,FC Gifu,1736618,2024-07-06,JPN - J3 League,2024/2024,CF,Center Forward,62.2,2024
Ryoma Ishida,FC Gifu,1736618,2024-07-06,JPN - J3 League,2024/2024,RB,Full Back,99.43,2024
Kentaro Kai,FC Gifu,1736618,2024-07-06,JPN - J3 League,2024/2024,RCB,Central Defender,99.43,2024
Genichi Endo,FC Gifu,1736618,2024-07-06,JPN - J3 League,2024/2024,LCB,Central Defender,37.23,2024
Kodai Hagino,FC Gifu,1736618,2024-07-06,JPN - J3 League,2024/2024,RM,Midfield,57.12,2024
In-Ju Mun,FC Gifu,1736618,2024-07-06,JPN - J3 League,2024/2024,LB,Full Back,99.43,2024
Ayumu Matsumoto,FC Gifu,1736618,2024-07-06,JPN - J3 League,2024/2024,LW,Wide Attacker,15.53,2024
Ryoma  Kita,FC Gifu,1736618,2024-07-06,JPN - J3 League,2024/2024,LM,Midfield,99.43,2024
Shun Obu,Tegevajaro Miyazaki FC,1736618,2024-07-06,JPN - J3 League,2024/2024,LM,Midfield,12.28,2024
Shiryu Fujiwara,Tegevajaro Miyazaki FC,1736618,2024-07-06,JPN - J3 League,2024/2024,LB,Full Back,13.97,2024
Tomoya Kitamura,Tegevajaro Miyazaki FC,1736618,2024-07-06,JPN - J3 League,2024/2024,CF,Center Forward,71.93,2024
Ikiru Aoyama,Tegevajaro Miyazaki FC,1736618,2024-07-06,JPN - J3 League,2024/2024,RB,Full Back,99.43,2024
Keigo Hashimoto,Tegevajaro Miyazaki FC,1736618,2024-07-06,JPN - J3 League,2024/2024,CF,Center Forward,99.43,2024
Hikaru Endo,Tegevajaro Miyazaki FC,1736618,2024-07-06,JPN - J3 League,2024/2024,RM,Midfield,99.43,2024
Ukyo Takase,Tegevajaro Miyazaki FC,1736618,2024-07-06,JPN - J3 League,2024/2024,RW,Wide Attacker,27.5,2024
Yuya Taguchi,FC Gifu,1736618,2024-07-06,JPN - J3 League,2024/2024,CF,Center Forward,42.32,2024
Kosuke Yamamoto,Matsumoto Yamaga FC,1736619,2024-07-06,JPN - J3 League,2024/2024,RM,Midfield,80.57,2024
Yuta Taki,Matsumoto Yamaga FC,1736619,2024-07-06,JPN - J3 League,2024/2024,RM,Midfield,15.33,2024
Sosuke Shibata,Vanraure Hachinohe,1736619,2024-07-06,JPN - J3 League,2024/2024,DM,Midfield,95.9,2024
So Fujitani,Matsumoto Yamaga FC,1736619,2024-07-06,JPN - J3 League,2024/2024,RB,Full Back,6.6,2024
Kodai  Minoda,Vanraure Hachinohe,1736619,2024-07-06,JPN - J3 League,2024/2024,LCB,Central Defender,95.9,2024
Reo Yasunaga,Matsumoto Yamaga FC,1736619,2024-07-06,JPN - J3 League,2024/2024,LM,Midfield,89.3,2024
Oriola Sunday,Vanraure Hachinohe,1736619,2024-07-06,JPN - J3 League,2024/2024,CF,Center Forward,84.97,2024
Naoto Ando,Vanraure Hachinohe,1736619,2024-07-06,JPN - J3 League,2024/2024,CF,Center Forward,73.25,2024
Daiki Yagishita,Vanraure Hachinohe,1736619,2024-07-06,JPN - J3 League,2024/2024,RCB,Central Defender,95.9,2024
Naoya Senoo,Vanraure Hachinohe,1736619,2024-07-06,JPN - J3 League,2024/2024,CF,Center Forward,22.65,2024
Koki Maezawa,Vanraure Hachinohe,1736619,2024-07-06,JPN - J3 League,2024/2024,LWB,Full Back,95.9,2024
Teppei Chikaishi,Vanraure Hachinohe,1736619,2024-07-06,JPN - J3 League,2024/2024,CB,Central Defender,95.9,2024
Masashi Kokubun,Vanraure Hachinohe,1736619,2024-07-06,JPN - J3 League,2024/2024,RWB,Full Back,2.05,2024
Shoma Otoizumi,Vanraure Hachinohe,1736619,2024-07-06,JPN - J3 League,2024/2024,RWB,Full Back,93.85,2024
Daisuke Inazumi,Vanraure Hachinohe,1736619,2024-07-06,JPN - J3 League,2024/2024,LWB,Full Back,10.93,2024
Kai  Sasaki,Vanraure Hachinohe,1736619,2024-07-06,JPN - J3 League,2024/2024,CF,Center Forward,10.93,2024
Kazuma Nagata,Vanraure Hachinohe,1736619,2024-07-06,JPN - J3 League,2024/2024,LM,Midfield,84.97,2024
Riku Yamauchi,Vanraure Hachinohe,1736619,2024-07-06,JPN - J3 League,2024/2024,RM,Midfield,95.9,2024
Masato Tokida,Matsumoto Yamaga FC,1736619,2024-07-06,JPN - J3 League,2024/2024,LCB,Central Defender,95.9,2024
Shusuke Yonehara,Matsumoto Yamaga FC,1736619,2024-07-06,JPN - J3 League,2024/2024,DM,Midfield,95.9,2024
Kazuma Yamaguchi,Matsumoto Yamaga FC,1736619,2024-07-06,JPN - J3 League,2024/2024,RF,Wide Attacker,25.1,2024
Ryuhei Yamamoto,Matsumoto Yamaga FC,1736619,2024-07-06,JPN - J3 League,2024/2024,LB,Full Back,89.3,2024
Hayato Asakawa,Matsumoto Yamaga FC,1736619,2024-07-06,JPN - J3 League,2024/2024,CF,Center Forward,95.9,2024
Kaiga Murakoshi,Matsumoto Yamaga FC,1736619,2024-07-06,JPN - J3 League,2024/2024,LB,Full Back,6.6,2024
Takato Nonomura,Matsumoto Yamaga FC,1736619,2024-07-06,JPN - J3 League,2024/2024,RCB,Central Defender,6.6,2024
Tsubasa Ando,Matsumoto Yamaga FC,1736619,2024-07-06,JPN - J3 League,2024/2024,RF,Wide Attacker,70.8,2024
Taiki Miyabe,Matsumoto Yamaga FC,1736619,2024-07-06,JPN - J3 League,2024/2024,RCB,Central Defender,89.3,2024
Yusuke Kikui,Matsumoto Yamaga FC,1736619,2024-07-06,JPN - J3 League,2024/2024,LF,Wide Attacker,95.9,2024
Daiki Higuchi,Matsumoto Yamaga FC,1736619,2024-07-06,JPN - J3 League,2024/2024,RB,Full Back,95.9,2024
Takayoshi Ishihara,Ishikawa FC Zweigen Kanazawa,1736621,2024-07-06,JPN - J3 League,2024/2024,LWB,Full Back,82.23,2024
Marlyson Conceição Oliveira,Ishikawa FC Zweigen Kanazawa,1736621,2024-07-06,JPN - J3 League,2024/2024,CF,Center Forward,65.3,2024
Dai Tsukamoto,Ishikawa FC Zweigen Kanazawa,1736621,2024-07-06,JPN - J3 League,2024/2024,LW,Wide Attacker,48.32,2024
Norimichi Yamamoto,Ishikawa FC Zweigen Kanazawa,1736621,2024-07-06,JPN - J3 League,2024/2024,CB,Central Defender,98.77,2024
Yuki Kajiura,Ishikawa FC Zweigen Kanazawa,1736621,2024-07-06,JPN - J3 League,2024/2024,RW,Wide Attacker,98.77,2024
Taiki Kato,Ishikawa FC Zweigen Kanazawa,1736621,2024-07-06,JPN - J3 League,2024/2024,LW,Wide Attacker,50.45,2024
Keisuke Oyama,Ishikawa FC Zweigen Kanazawa,1736621,2024-07-06,JPN - J3 League,2024/2024,LM,Midfield,82.23,2024
Yuki  Nishiya,Ishikawa FC Zweigen Kanazawa,1736621,2024-07-06,JPN - J3 League,2024/2024,RM,Midfield,98.77,2024
Takaya Kuroishi,AC Parceiro Nagano,1736621,2024-07-06,JPN - J3 League,2024/2024,RB,Full Back,98.77,2024
Shunya Mouri,Ishikawa FC Zweigen Kanazawa,1736621,2024-07-06,JPN - J3 League,2024/2024,LWB,Full Back,16.53,2024
Ryota Inoue,Ishikawa FC Zweigen Kanazawa,1736621,2024-07-06,JPN - J3 League,2024/2024,LCB,Central Defender,98.77,2024
Honoya Shoji,Ishikawa FC Zweigen Kanazawa,1736621,2024-07-06,JPN - J3 League,2024/2024,RCB,Central Defender,98.77,2024
Kyohei Sugiura,Ishikawa FC Zweigen Kanazawa,1736621,2024-07-06,JPN - J3 League,2024/2024,CF,Center Forward,33.47,2024
Masaya Kojima,Ishikawa FC Zweigen Kanazawa,1736621,2024-07-06,JPN - J3 League,2024/2024,RWB,Full Back,94.15,2024
Shintaro Shimada,Ishikawa FC Zweigen Kanazawa,1736621,2024-07-06,JPN - J3 League,2024/2024,RW,Wide Attacker,16.53,2024
Yuto Nagamine,Ishikawa FC Zweigen Kanazawa,1736621,2024-07-06,JPN - J3 League,2024/2024,LWB,Full Back,4.62,2024
Koken Kato,AC Parceiro Nagano,1736621,2024-07-06,JPN - J3 League,2024/2024,LM,Midfield,50.45,2024
Teppei Usui,AC Parceiro Nagano,1736621,2024-07-06,JPN - J3 League,2024/2024,RM,Midfield,76.95,2024
Takashi Kondo,AC Parceiro Nagano,1736621,2024-07-06,JPN - J3 League,2024/2024,CF,Center Forward,81.98,2024
Kensei Ukita,AC Parceiro Nagano,1736621,2024-07-06,JPN - J3 League,2024/2024,CF,Center Forward,50.45,2024
Hayate Sugii,AC Parceiro Nagano,1736621,2024-07-06,JPN - J3 League,2024/2024,LB,Full Back,98.77,2024
Yasufumi Nishimura,AC Parceiro Nagano,1736621,2024-07-06,JPN - J3 League,2024/2024,LM,Midfield,48.32,2024
Yuya  Ono,AC Parceiro Nagano,1736621,2024-07-06,JPN - J3 League,2024/2024,RCB,Central Defender,98.77,2024
Kohei Shin,AC Parceiro Nagano,1736621,2024-07-06,JPN - J3 League,2024/2024,CF,Center Forward,64.88,2024
Naoki Sanda,AC Parceiro Nagano,1736621,2024-07-06,JPN - J3 League,2024/2024,LW,Wide Attacker,16.78,2024
Shuntaro Koga,AC Parceiro Nagano,1736621,2024-07-06,JPN - J3 League,2024/2024,RW,Wide Attacker,81.98,2024
Kyoji Kutsuna,AC Parceiro Nagano,1736621,2024-07-06,JPN - J3 League,2024/2024,LW,Wide Attacker,48.32,2024
Kazuya Ando,AC Parceiro Nagano,1736621,2024-07-06,JPN - J3 League,2024/2024,RW,Wide Attacker,16.78,2024
Reo Yamanaka,AC Parceiro Nagano,1736621,2024-07-06,JPN - J3 League,2024/2024,CF,Center Forward,33.88,2024
Shun  Kudo,AC Parceiro Nagano,1736621,2024-07-06,JPN - J3 League,2024/2024,LCB,Central Defender,98.77,2024
Takeaki Harigaya,Fukushima United FC,1736616,2024-07-07,JPN - J3 League,2024/2024,RM,Midfield,66.12,2024
Kiichi Yajima,Fukushima United FC,1736616,2024-07-07,JPN - J3 League,2024/2024,CF,Center Forward,22.6,2024
Naoya Fukumori,FC Imabari,1736616,2024-07-07,JPN - J3 League,2024/2024,CB,Central Defender,98.85,2024
Tomás Moschión,FC Imabari,1736616,2024-07-07,JPN - J3 League,2024/2024,RM,Midfield,79.63,2024
